# lnl weight tau omegabh2 omegach2 logA theta ns
3.740853000000000065e+03 1.000000000000000000e+00 6.810317999999999927e-02 2.132063000000000014e-02 1.082671999999999940e-01 3.183024787973546044e+00 1.033712432280814962e-02 9.475848999999999522e-01
3.741838000000000193e+03 2.000000000000000000e+00 9.697914000000000534e-02 2.218807000000000071e-02 1.060543000000000041e-01 3.219286540512982242e+00 1.032758932094490073e-02 9.527670999999999779e-01
3.738108000000000175e+03 2.000000000000000000e+00 9.867183000000000204e-02 2.294362000000000137e-02 1.107709999999999945e-01 3.186266265796723562e+00 1.038128414559007923e-02 9.728681000000000134e-01
3.738554000000000087e+03 9.000000000000000000e+00 9.943667999999999951e-02 2.274139999999999842e-02 1.066267000000000048e-01 3.169667933462894105e+00 1.041784915000639952e-02 9.732049999999999867e-01
3.738907000000000153e+03 1.400000000000000000e+01 7.510922000000000431e-02 2.187185000000000171e-02 1.181028999999999968e-01 3.223493944917702692e+00 1.038707429467389948e-02 9.531077999999999495e-01
3.738817000000000007e+03 5.000000000000000000e+00 8.224492999999999387e-02 2.269115000000000021e-02 1.150814000000000004e-01 3.188332077727642044e+00 1.040673165938455977e-02 9.645772999999999708e-01
3.738449999999999818e+03 5.000000000000000000e+00 8.008339000000000429e-02 2.281870000000000079e-02 1.103746000000000033e-01 3.173372891829405074e+00 1.036751681628897935e-02 9.624454999999999538e-01
3.740271000000000186e+03 1.000000000000000000e+00 6.974349000000000520e-02 2.288977000000000026e-02 1.110749000000000042e-01 3.153148330515359810e+00 1.037166208050530926e-02 9.651144000000000389e-01
3.738108999999999924e+03 5.000000000000000000e+00 8.768272000000000566e-02 2.242906000000000066e-02 1.102395000000000042e-01 3.186383211207524102e+00 1.036910052101495082e-02 9.629138000000000419e-01
3.737858000000000175e+03 3.600000000000000000e+01 9.032669000000000115e-02 2.277316999999999883e-02 1.100140000000000007e-01 3.172262928729571385e+00 1.037285441051261949e-02 9.695188000000000139e-01
3.737981000000000222e+03 8.000000000000000000e+00 7.432355999999999685e-02 2.265783000000000033e-02 1.072054999999999952e-01 3.139084285649226924e+00 1.038792557130747973e-02 9.670813999999999799e-01
3.738728000000000065e+03 7.000000000000000000e+00 9.179439999999999822e-02 2.292748000000000008e-02 1.094248000000000026e-01 3.201307603426981618e+00 1.039132291703975981e-02 9.598107999999999640e-01
3.741326000000000022e+03 5.000000000000000000e+00 8.517979000000000522e-02 2.307860999999999940e-02 1.086410000000000015e-01 3.191983033658974733e+00 1.041615091664599077e-02 9.585027999999999881e-01
3.742695000000000164e+03 1.600000000000000000e+01 8.640448000000000572e-02 2.282705000000000151e-02 1.058285000000000059e-01 3.185056752549624726e+00 1.035853241964745063e-02 9.556211999999999485e-01
3.741297999999999774e+03 1.000000000000000000e+00 9.769223999999999963e-02 2.292432999999999971e-02 1.022933000000000037e-01 3.166629655586899794e+00 1.040261952521047070e-02 9.648094000000000392e-01
3.741340999999999894e+03 9.000000000000000000e+00 9.437692000000000303e-02 2.296996999999999928e-02 9.904151999999999401e-02 3.134555949808170094e+00 1.038633209893253043e-02 9.730872999999999884e-01
3.743451000000000022e+03 7.000000000000000000e+00 1.061918000000000029e-01 2.289833999999999967e-02 1.065359000000000028e-01 3.185973222352485923e+00 1.040825614036505926e-02 9.780324999999999713e-01
3.743059999999999945e+03 1.000000000000000000e+00 9.061571999999999683e-02 2.258374000000000145e-02 1.120682000000000067e-01 3.205549016123792949e+00 1.039835898613792990e-02 9.680267999999999651e-01
3.741353999999999814e+03 7.000000000000000000e+00 8.652671000000000667e-02 2.172968999999999942e-02 1.106681999999999944e-01 3.269654867050749480e+00 1.035888526308728977e-02 9.331412000000000040e-01
3.742079000000000178e+03 2.000000000000000000e+00 7.373879999999999324e-02 2.187580999999999901e-02 1.126618999999999954e-01 3.245358054650216761e+00 1.038361045334519964e-02 9.380848000000000519e-01
3.739342999999999847e+03 1.000000000000000000e+00 8.495523000000000657e-02 2.209382000000000013e-02 1.141073999999999977e-01 3.232716400678584456e+00 1.038335473667658000e-02 9.531644999999999701e-01
3.738981000000000222e+03 2.000000000000000000e+00 7.329343000000000663e-02 2.209401000000000073e-02 1.175169999999999965e-01 3.229957396814937542e+00 1.039248759726596992e-02 9.478187999999999613e-01
3.737873000000000047e+03 5.000000000000000000e+01 8.411963000000000079e-02 2.274065999999999935e-02 1.140174999999999939e-01 3.194665096153142425e+00 1.040275619145687030e-02 9.630368999999999735e-01
3.738907000000000153e+03 4.000000000000000000e+00 9.427889000000000408e-02 2.263700000000000087e-02 1.048808999999999991e-01 3.179618855057654958e+00 1.041261475850754036e-02 9.623903000000000318e-01
3.738989999999999782e+03 1.000000000000000000e+00 9.932929000000000064e-02 2.278509999999999910e-02 1.072029000000000037e-01 3.199049373288224807e+00 1.041046999103280996e-02 9.629176000000000402e-01
3.739224000000000160e+03 6.000000000000000000e+00 7.490033000000000107e-02 2.259794000000000039e-02 1.156795000000000045e-01 3.199077933560805942e+00 1.042341196126632050e-02 9.578294000000000530e-01
3.739596000000000004e+03 3.000000000000000000e+00 6.847393000000000229e-02 2.280242000000000033e-02 1.148851000000000039e-01 3.174230698149179464e+00 1.042540957691815914e-02 9.609748999999999652e-01
3.738577000000000226e+03 4.000000000000000000e+00 8.017820999999999976e-02 2.267179000000000069e-02 1.154653000000000068e-01 3.184655325782477231e+00 1.042461946094602916e-02 9.682370000000000143e-01
3.739771999999999935e+03 5.000000000000000000e+00 7.681267999999999430e-02 2.260008000000000156e-02 1.180173999999999945e-01 3.185405076934984425e+00 1.038031842730342998e-02 9.665165999999999480e-01
3.738869000000000142e+03 7.000000000000000000e+00 8.466424999999999645e-02 2.273510000000000114e-02 1.165777000000000063e-01 3.217744385031483745e+00 1.037146475208216949e-02 9.590718999999999772e-01
3.738961999999999989e+03 1.400000000000000000e+01 8.422878999999999783e-02 2.271892999999999829e-02 1.097329999999999972e-01 3.177713772534840775e+00 1.039237530697238038e-02 9.603654000000000357e-01
3.739411999999999807e+03 1.500000000000000000e+01 9.815957000000000154e-02 2.210267000000000134e-02 1.035359000000000002e-01 3.204626787802475452e+00 1.037886889306225031e-02 9.538330000000000419e-01
3.739146000000000186e+03 4.000000000000000000e+00 8.178517999999999899e-02 2.214937000000000156e-02 1.051085999999999965e-01 3.192278429330063449e+00 1.035505897378845991e-02 9.474668000000000534e-01
3.741085000000000036e+03 1.000000000000000000e+00 8.864653999999999590e-02 2.220458000000000154e-02 1.188812999999999953e-01 3.261967497718802900e+00 1.037150424377688944e-02 9.435850000000000071e-01
3.742487999999999829e+03 6.000000000000000000e+00 5.821569000000000049e-02 2.230272999999999978e-02 1.201764000000000027e-01 3.222546679031255579e+00 1.039866428855472022e-02 9.390627999999999753e-01
3.739456000000000131e+03 5.000000000000000000e+00 6.374034000000000644e-02 2.235068999999999945e-02 1.168876999999999972e-01 3.205882577035492620e+00 1.038411457831081054e-02 9.482308999999999877e-01
3.739027000000000044e+03 1.000000000000000000e+00 6.829322999999999644e-02 2.306062000000000042e-02 1.148636999999999991e-01 3.155599866362889028e+00 1.040739431786916018e-02 9.674650999999999668e-01
3.738503000000000156e+03 3.000000000000000000e+00 7.309864000000000639e-02 2.279225000000000001e-02 1.123519999999999935e-01 3.178104662389308999e+00 1.037889305440782041e-02 9.559739000000000431e-01
3.738907000000000153e+03 1.000000000000000000e+00 7.393534000000000217e-02 2.297383999999999885e-02 1.105355999999999977e-01 3.165723540471059749e+00 1.040074517125607993e-02 9.594000000000000306e-01
3.742503999999999905e+03 1.000000000000000000e+00 6.239449999999999857e-02 2.350245000000000112e-02 1.088786999999999949e-01 3.110894099060916851e+00 1.043481602064362003e-02 9.704258000000000051e-01
3.740197999999999865e+03 4.000000000000000000e+00 7.402311000000000307e-02 2.292024999999999965e-02 1.163359000000000060e-01 3.203704520420844748e+00 1.038539953116666970e-02 9.560975000000000446e-01
3.738449000000000069e+03 5.000000000000000000e+00 6.842518000000000211e-02 2.213704999999999840e-02 1.118287000000000031e-01 3.169021074227628798e+00 1.037114959660069037e-02 9.574726999999999544e-01
3.738940999999999804e+03 8.000000000000000000e+00 7.513487000000000637e-02 2.167890999999999915e-02 1.120966999999999936e-01 3.207990392944272351e+00 1.035663434995446990e-02 9.474941999999999531e-01
3.738974999999999909e+03 1.100000000000000000e+01 8.686083999999999472e-02 2.221878999999999868e-02 1.069907999999999970e-01 3.179860946529480703e+00 1.039597226467342019e-02 9.575637999999999650e-01
3.738891000000000076e+03 5.000000000000000000e+00 8.435811000000000004e-02 2.288137999999999977e-02 1.075350000000000056e-01 3.122386069638245942e+00 1.040267120732000020e-02 9.787616999999999567e-01
3.739724000000000160e+03 3.000000000000000000e+00 8.768236999999999559e-02 2.213593999999999978e-02 1.141970999999999958e-01 3.200603090688514563e+00 1.041288076387130064e-02 9.644643000000000521e-01
3.740588999999999942e+03 1.200000000000000000e+01 7.741918000000000410e-02 2.183594999999999980e-02 1.150019000000000041e-01 3.197022776895547924e+00 1.040369432577769974e-02 9.600893999999999817e-01
3.738170000000000073e+03 7.000000000000000000e+00 8.040448000000000039e-02 2.191204999999999889e-02 1.135277999999999982e-01 3.214055827320887904e+00 1.037721427410401992e-02 9.540534999999999988e-01
3.740369000000000142e+03 2.000000000000000000e+00 8.185262000000000093e-02 2.164392999999999873e-02 1.175231000000000053e-01 3.236417073644860309e+00 1.035029297875818960e-02 9.501262000000000318e-01
3.738286999999999807e+03 1.200000000000000000e+01 1.050986000000000004e-01 2.305526999999999924e-02 1.072026999999999980e-01 3.172787068608566408e+00 1.039514277221458005e-02 9.773948999999999554e-01
3.739489999999999782e+03 2.000000000000000000e+00 9.812455999999999956e-02 2.342023000000000021e-02 1.062181999999999987e-01 3.140550108986928546e+00 1.040993111239841076e-02 9.817791000000000157e-01
3.740672000000000025e+03 2.000000000000000000e+00 1.002325000000000021e-01 2.249343999999999996e-02 1.013066999999999995e-01 3.164955926078768744e+00 1.034197492983279960e-02 9.671471000000000373e-01
3.740476000000000113e+03 4.000000000000000000e+00 9.317669000000000645e-02 2.244076999999999877e-02 1.030150999999999983e-01 3.171112713099843106e+00 1.034783024761770989e-02 9.631530000000000369e-01
3.740351999999999862e+03 2.000000000000000000e+00 1.107590999999999992e-01 2.251148999999999858e-02 1.109110999999999986e-01 3.224693668349306819e+00 1.035095766375570062e-02 9.669501999999999819e-01
3.741777000000000044e+03 1.500000000000000000e+01 9.675661000000000678e-02 2.229381000000000071e-02 1.199791999999999942e-01 3.262942852568499585e+00 1.037133005629090055e-02 9.597461000000000464e-01
3.741242000000000189e+03 5.000000000000000000e+00 1.015609999999999985e-01 2.161574999999999955e-02 1.140147999999999995e-01 3.281405830287836611e+00 1.034042777233457056e-02 9.455291999999999586e-01
3.740829000000000178e+03 2.100000000000000000e+01 7.522555000000000214e-02 2.177573000000000009e-02 1.187218000000000023e-01 3.248858226699157914e+00 1.033826864984904031e-02 9.459952999999999834e-01
3.740918999999999869e+03 4.000000000000000000e+00 1.146020999999999984e-01 2.246149000000000062e-02 1.105933999999999945e-01 3.233452270416319330e+00 1.035590588301344046e-02 9.686255999999999755e-01
3.739619000000000142e+03 3.000000000000000000e+00 1.031717000000000051e-01 2.291218999999999895e-02 1.095343000000000011e-01 3.204153176601626019e+00 1.042095855856439018e-02 9.672914000000000234e-01
3.739782000000000153e+03 1.000000000000000000e+00 1.128754000000000007e-01 2.288934999999999928e-02 1.084968999999999933e-01 3.208947905763887665e+00 1.041996039982343025e-02 9.705401999999999640e-01
3.739128999999999905e+03 1.000000000000000000e+00 1.062368000000000062e-01 2.220329000000000053e-02 1.127613999999999977e-01 3.231759275658874220e+00 1.038312197000807076e-02 9.654856000000000549e-01
3.740918000000000120e+03 1.000000000000000000e+00 1.150821000000000066e-01 2.199558000000000069e-02 1.112912999999999958e-01 3.264998434274970940e+00 1.038108574396020937e-02 9.542574999999999807e-01
3.739289000000000215e+03 5.000000000000000000e+00 7.125945000000000196e-02 2.232701999999999951e-02 1.197753000000000012e-01 3.224433154268041335e+00 1.037686467799418984e-02 9.502192000000000416e-01
3.738317000000000007e+03 3.600000000000000000e+01 1.058942999999999968e-01 2.256150000000000169e-02 1.080541000000000001e-01 3.196959813949221019e+00 1.038918859242589018e-02 9.695977000000000068e-01
3.738346000000000004e+03 5.000000000000000000e+00 8.704510000000000025e-02 2.240974999999999911e-02 1.163415000000000005e-01 3.222827207861815424e+00 1.037345943666380041e-02 9.591292999999999624e-01
3.739282000000000153e+03 3.000000000000000000e+00 7.462826000000000182e-02 2.171508000000000119e-02 1.174696999999999963e-01 3.230621770362824385e+00 1.036173272256534980e-02 9.504348999999999714e-01
3.738376999999999953e+03 1.000000000000000000e+00 8.890378000000000169e-02 2.242596000000000173e-02 1.067589000000000038e-01 3.194887594142666210e+00 1.036484441717283080e-02 9.563540000000000374e-01
3.742146000000000186e+03 7.000000000000000000e+00 8.899029999999999441e-02 2.330163000000000026e-02 1.154424000000000006e-01 3.215702394861394975e+00 1.037983211467958036e-02 9.629400999999999655e-01
3.738282000000000153e+03 2.000000000000000000e+00 7.699923999999999658e-02 2.216877999999999904e-02 1.127020999999999995e-01 3.216092755721462915e+00 1.036061101898841028e-02 9.475268999999999497e-01
3.739467999999999847e+03 3.000000000000000000e+00 7.204135999999999873e-02 2.222319000000000030e-02 1.168276000000000037e-01 3.216354649374485231e+00 1.037960767365211055e-02 9.482766999999999724e-01
3.739121000000000095e+03 2.000000000000000000e+00 6.436029999999999529e-02 2.196475999999999984e-02 1.167440000000000005e-01 3.207013343018999763e+00 1.038640545288888918e-02 9.507069000000000214e-01
3.738289999999999964e+03 1.500000000000000000e+01 8.014113000000000486e-02 2.228250000000000022e-02 1.098308999999999952e-01 3.196677249579607416e+00 1.036052583764171010e-02 9.535048000000000412e-01
3.739891999999999825e+03 1.300000000000000000e+01 1.038453000000000015e-01 2.269474000000000144e-02 1.163161999999999946e-01 3.219844955109747886e+00 1.037374348722619986e-02 9.707696000000000103e-01
3.740295999999999822e+03 3.100000000000000000e+01 1.079998000000000069e-01 2.194507000000000055e-02 1.094906999999999964e-01 3.218548171195598329e+00 1.037848493887204987e-02 9.666590999999999934e-01
3.740547999999999774e+03 3.000000000000000000e+00 1.082975000000000049e-01 2.212932999999999914e-02 1.127008000000000038e-01 3.224264877802540230e+00 1.038466374923972986e-02 9.674198999999999993e-01
3.739570000000000164e+03 8.000000000000000000e+00 9.654717000000000160e-02 2.177886999999999879e-02 1.044690000000000063e-01 3.187181628294180058e+00 1.036306030528691066e-02 9.611016999999999477e-01
3.739411999999999807e+03 1.100000000000000000e+01 9.097727999999999371e-02 2.221323000000000047e-02 1.069924000000000014e-01 3.188150602623259555e+00 1.033871295021810029e-02 9.609509000000000523e-01
3.737679000000000087e+03 2.000000000000000000e+00 9.675902999999999587e-02 2.244820000000000149e-02 1.089766999999999958e-01 3.205015817179099447e+00 1.037808404847533929e-02 9.629421000000000230e-01
3.738016000000000076e+03 1.200000000000000000e+01 8.277747000000000577e-02 2.213686999999999946e-02 1.126407999999999993e-01 3.192721564591106453e+00 1.038600140560022068e-02 9.632408999999999555e-01
3.739748000000000047e+03 2.000000000000000000e+00 6.176800000000000346e-02 2.214336000000000082e-02 1.057112999999999942e-01 3.127111351610370793e+00 1.038077248266898976e-02 9.599712000000000245e-01
3.741682999999999993e+03 1.000000000000000000e+00 6.121827999999999992e-02 2.186801000000000023e-02 1.110681000000000029e-01 3.141252388396714057e+00 1.036652091375333054e-02 9.631817000000000295e-01
3.742862000000000080e+03 1.400000000000000000e+01 5.258209999999999967e-02 2.201283000000000059e-02 1.118277000000000021e-01 3.142746981359549885e+00 1.033407544857196936e-02 9.558915999999999524e-01
3.743257999999999811e+03 2.000000000000000000e+00 4.966655999999999849e-02 2.186292000000000096e-02 1.137944000000000039e-01 3.183685443007590710e+00 1.033131487135902082e-02 9.416438000000000308e-01
3.741543000000000120e+03 3.000000000000000000e+00 5.907739000000000046e-02 2.176165000000000044e-02 1.179613999999999940e-01 3.238537265727456482e+00 1.035281066778439944e-02 9.322567999999999966e-01
3.741114000000000033e+03 7.000000000000000000e+00 8.407383000000000217e-02 2.144147000000000067e-02 1.182034000000000001e-01 3.286520267633638248e+00 1.036582681274643078e-02 9.333072999999999508e-01
3.740101000000000113e+03 5.000000000000000000e+00 9.972219999999999696e-02 2.185018999999999850e-02 1.164223999999999953e-01 3.265970457197476584e+00 1.035698084805499949e-02 9.529689000000000076e-01
3.741496999999999844e+03 5.000000000000000000e+00 7.829835000000000267e-02 2.202642000000000141e-02 1.137260999999999966e-01 3.213717744816291244e+00 1.034732566958554076e-02 9.538455999999999602e-01
3.741097000000000207e+03 2.000000000000000000e+00 8.328306000000000597e-02 2.147278999999999854e-02 1.188536000000000037e-01 3.290799756598155490e+00 1.034265107916437082e-02 9.343361999999999501e-01
3.739764000000000124e+03 7.000000000000000000e+00 9.220830000000000692e-02 2.217258000000000076e-02 1.136937999999999976e-01 3.229568850152598980e+00 1.034961276138728938e-02 9.558214999999999906e-01
3.738860999999999876e+03 4.000000000000000000e+00 8.698031000000000512e-02 2.217589999999999839e-02 1.162515999999999966e-01 3.241138169675475300e+00 1.035576566129152963e-02 9.523103000000000540e-01
3.738282999999999902e+03 1.000000000000000000e+00 9.358410000000000339e-02 2.232193000000000024e-02 1.083114000000000021e-01 3.198394711452360983e+00 1.036518973412857078e-02 9.634743999999999531e-01
3.738882000000000062e+03 2.000000000000000000e+00 8.227793999999999386e-02 2.232916000000000067e-02 1.080118000000000050e-01 3.195577310071768817e+00 1.035754519779706964e-02 9.539929999999999799e-01
3.738057999999999993e+03 6.000000000000000000e+00 9.794207000000000607e-02 2.210689000000000057e-02 1.094393000000000032e-01 3.226165589849784965e+00 1.037832271660186004e-02 9.555612999999999468e-01
3.738463999999999942e+03 1.000000000000000000e+00 1.019628999999999952e-01 2.214845000000000008e-02 1.095519999999999966e-01 3.226034540013330343e+00 1.038881836056822043e-02 9.586495999999999906e-01
3.739800000000000182e+03 1.400000000000000000e+01 1.181767999999999985e-01 2.250308999999999990e-02 1.105836000000000041e-01 3.229856911438838019e+00 1.040526215435634040e-02 9.712758999999999698e-01
3.742507999999999811e+03 9.000000000000000000e+00 1.139938000000000062e-01 2.147922999999999846e-02 1.031858999999999971e-01 3.229324249473859432e+00 1.037136526837144010e-02 9.581889999999999574e-01
3.741056000000000040e+03 1.000000000000000000e+00 1.131204999999999988e-01 2.204346999999999904e-02 1.106363000000000069e-01 3.228145131798002332e+00 1.037969327652515927e-02 9.657219000000000220e-01
3.741335999999999785e+03 1.000000000000000000e+00 1.029903999999999958e-01 2.196493000000000057e-02 1.110547000000000062e-01 3.216468529656758779e+00 1.037632556328845976e-02 9.614494000000000096e-01
3.743101000000000113e+03 1.400000000000000000e+01 9.597405999999999993e-02 2.193132000000000068e-02 1.045843999999999940e-01 3.174374988365988415e+00 1.037558298099263039e-02 9.590961000000000070e-01
3.742617000000000189e+03 1.100000000000000000e+01 9.729355000000000642e-02 2.128414000000000000e-02 1.008700000000000013e-01 3.216217895701924512e+00 1.035614861510459998e-02 9.417716999999999894e-01
3.742610999999999876e+03 1.100000000000000000e+01 9.422063999999999440e-02 2.168735000000000107e-02 9.831716000000000066e-02 3.191101669197203616e+00 1.034327478176566041e-02 9.479404999999999637e-01
3.739722999999999956e+03 4.000000000000000000e+00 8.332235000000000336e-02 2.249856000000000078e-02 1.031327999999999967e-01 3.146969427469318514e+00 1.040155402122456933e-02 9.650339999999999474e-01
3.739030999999999949e+03 1.300000000000000000e+01 7.772149999999999892e-02 2.175188000000000121e-02 1.110391000000000017e-01 3.208178006715996844e+00 1.036710847093437991e-02 9.475647000000000375e-01
3.738867000000000189e+03 7.000000000000000000e+00 7.382730999999999322e-02 2.197690000000000060e-02 1.065923000000000009e-01 3.179293062182896534e+00 1.036818493670972965e-02 9.513717999999999897e-01
3.742353999999999814e+03 2.000000000000000000e+00 8.538403999999999439e-02 2.183229999999999893e-02 1.043170999999999959e-01 3.171107678260855156e+00 1.037223177079405964e-02 9.630919999999999481e-01
3.742838999999999942e+03 2.000000000000000000e+00 7.367492000000000485e-02 2.198469000000000118e-02 1.023267999999999955e-01 3.101448126072196665e+00 1.039974751079262086e-02 9.726827000000000112e-01
3.742708000000000084e+03 6.000000000000000000e+00 6.193800000000000000e-02 2.229342000000000129e-02 1.040206000000000047e-01 3.085132295458547169e+00 1.039828171404593056e-02 9.743144999999999722e-01
3.742353000000000065e+03 2.000000000000000000e+00 9.808543999999999596e-02 2.242361999999999828e-02 1.003770999999999969e-01 3.148950661789607697e+00 1.042154567988804945e-02 9.738244999999999818e-01
3.742804000000000087e+03 2.000000000000000000e+00 7.551808999999999605e-02 2.132983999999999922e-02 1.012112000000000012e-01 3.168865076088357213e+00 1.033079519763733037e-02 9.494350999999999763e-01
3.741373999999999796e+03 1.200000000000000000e+01 8.116956000000000171e-02 2.244234999999999980e-02 1.108605000000000007e-01 3.154081270957036054e+00 1.037521970813477974e-02 9.770765000000000144e-01
3.740922999999999774e+03 7.000000000000000000e+00 1.063478000000000062e-01 2.227956000000000034e-02 1.125135000000000024e-01 3.213827101485589033e+00 1.036974328697176997e-02 9.742621000000000198e-01
3.738967000000000098e+03 2.000000000000000000e+00 1.098969999999999947e-01 2.299659999999999899e-02 1.130407999999999968e-01 3.220021568253501609e+00 1.038930091696270083e-02 9.722986000000000129e-01
3.739306999999999789e+03 1.100000000000000000e+01 9.760164999999999813e-02 2.290410999999999836e-02 1.188289000000000012e-01 3.231537723620784952e+00 1.039108597312347025e-02 9.673640000000000017e-01
3.738994999999999891e+03 1.300000000000000000e+01 1.069557000000000008e-01 2.322971000000000064e-02 1.128187999999999969e-01 3.203556277535368757e+00 1.039936105629533057e-02 9.756424000000000207e-01
3.740657000000000153e+03 1.000000000000000000e+00 1.250970000000000137e-01 2.287387000000000101e-02 1.062287999999999982e-01 3.197004379041963329e+00 1.037244556242837047e-02 9.809858999999999662e-01
3.742521999999999935e+03 1.000000000000000000e+00 1.128743999999999997e-01 2.356366000000000016e-02 1.071613000000000010e-01 3.175434569744515656e+00 1.037027534615533007e-02 9.828263000000000416e-01
3.738525999999999840e+03 4.000000000000000000e+00 8.031431999999999460e-02 2.316464000000000023e-02 1.131440999999999975e-01 3.171518353903556964e+00 1.039711347386665027e-02 9.681060000000000221e-01
3.738228000000000065e+03 8.000000000000000000e+00 8.740417999999999799e-02 2.325997000000000134e-02 1.096435999999999938e-01 3.163531388305611536e+00 1.039744326699948949e-02 9.707168999999999937e-01
3.738342000000000098e+03 3.000000000000000000e+00 8.418846000000000662e-02 2.331406000000000103e-02 1.091823999999999989e-01 3.144143657945450698e+00 1.041686628953896084e-02 9.750309000000000337e-01
3.738215999999999894e+03 1.700000000000000000e+01 8.025414999999999632e-02 2.271079999999999974e-02 1.089066000000000062e-01 3.170395832590493512e+00 1.036586761174239021e-02 9.590596000000000121e-01
3.739494000000000142e+03 9.000000000000000000e+00 1.004720000000000057e-01 2.238522999999999902e-02 1.130064999999999958e-01 3.248455597763646008e+00 1.035325857868754987e-02 9.512971999999999539e-01
3.739262000000000171e+03 3.000000000000000000e+00 1.046910000000000063e-01 2.292456999999999828e-02 1.104915999999999954e-01 3.227847855559599743e+00 1.039808362255334982e-02 9.615607000000000459e-01
3.738621000000000095e+03 9.000000000000000000e+00 8.787106999999999557e-02 2.297870999999999941e-02 1.108769000000000005e-01 3.175825516165610374e+00 1.041146224072938935e-02 9.718090000000000339e-01
3.739396000000000186e+03 2.000000000000000000e+00 7.489464999999999317e-02 2.308228000000000016e-02 1.049984000000000056e-01 3.111919369709474470e+00 1.041178500890121983e-02 9.759404000000000412e-01
3.740331000000000131e+03 5.000000000000000000e+00 9.551194000000000350e-02 2.330546999999999827e-02 1.048859999999999931e-01 3.163077238984167483e+00 1.042154276930033936e-02 9.717782000000000364e-01
3.742061999999999898e+03 4.000000000000000000e+00 1.185834000000000055e-01 2.325504000000000113e-02 1.116869000000000056e-01 3.248877635763035787e+00 1.039040205056524988e-02 9.642893999999999632e-01
3.742367999999999938e+03 6.000000000000000000e+00 1.180604999999999988e-01 2.295339999999999880e-02 1.135488999999999943e-01 3.272102608859457806e+00 1.037317199534986030e-02 9.559879000000000016e-01
3.742858999999999924e+03 2.000000000000000000e+00 1.188518999999999964e-01 2.269463000000000036e-02 1.180869999999999975e-01 3.267733034409089132e+00 1.036470683670993008e-02 9.659997999999999641e-01
3.743498000000000047e+03 1.000000000000000000e+00 1.154971000000000053e-01 2.286948999999999926e-02 1.166272000000000003e-01 3.233086769373213709e+00 1.036232557216650030e-02 9.743408999999999542e-01
3.744445999999999913e+03 9.000000000000000000e+00 9.091560999999999393e-02 2.244563999999999934e-02 1.268072000000000088e-01 3.237973497860120897e+00 1.040375863359149951e-02 9.718061000000000060e-01
3.743835000000000036e+03 1.200000000000000000e+01 7.480150000000000687e-02 2.280431999999999945e-02 1.180109000000000019e-01 3.147673657540602132e+00 1.039005381056621984e-02 9.850364999999999815e-01
3.745289999999999964e+03 1.000000000000000000e+00 6.396486999999999312e-02 2.277902999999999872e-02 1.143152000000000057e-01 3.086140458188084246e+00 1.038822530632321078e-02 9.903315000000000312e-01
3.739045000000000073e+03 6.000000000000000000e+00 6.630608000000000335e-02 2.257523999999999989e-02 1.149316999999999978e-01 3.154194786908922854e+00 1.038050702553973068e-02 9.686086000000000418e-01
3.738456000000000131e+03 3.000000000000000000e+00 8.330468000000000595e-02 2.266442000000000109e-02 1.144054999999999933e-01 3.171838723186405584e+00 1.037637790862784917e-02 9.721241000000000465e-01
3.739625000000000000e+03 1.200000000000000000e+01 9.387138000000000426e-02 2.343628999999999851e-02 1.155222999999999944e-01 3.181238753092709537e+00 1.040039853619213923e-02 9.780799999999999494e-01
3.740045000000000073e+03 4.000000000000000000e+00 1.019825000000000037e-01 2.292811000000000154e-02 1.102995999999999976e-01 3.216433244195367802e+00 1.036497290729478972e-02 9.632013000000000380e-01
3.741695000000000164e+03 5.000000000000000000e+00 8.823045000000000193e-02 2.222798000000000135e-02 1.047547000000000061e-01 3.213799361403721910e+00 1.034414721159267019e-02 9.432766999999999680e-01
3.740251999999999953e+03 2.000000000000000000e+00 8.629245000000000665e-02 2.249709000000000084e-02 1.044916000000000039e-01 3.195210394545446864e+00 1.036501346744475062e-02 9.488661999999999930e-01
3.740057999999999993e+03 7.000000000000000000e+00 9.071434999999999915e-02 2.291452999999999893e-02 1.062034000000000034e-01 3.187167177364479187e+00 1.039406430195541006e-02 9.606171999999999489e-01
3.740744000000000142e+03 1.000000000000000000e+01 1.002339000000000008e-01 2.300028999999999962e-02 1.046641999999999989e-01 3.189481617080245801e+00 1.036600520304298972e-02 9.625567999999999902e-01
3.741280999999999949e+03 1.100000000000000000e+01 9.591154999999999820e-02 2.306280000000000135e-02 1.061150000000000010e-01 3.173547860362723405e+00 1.035478663923452072e-02 9.690349000000000323e-01
3.740695999999999913e+03 3.000000000000000000e+00 1.089427000000000034e-01 2.315160000000000134e-02 1.118354000000000015e-01 3.226034142866512688e+00 1.042146275386717988e-02 9.701020999999999672e-01
3.740706000000000131e+03 1.300000000000000000e+01 1.076223000000000041e-01 2.300715999999999872e-02 1.075263000000000052e-01 3.171286819019191849e+00 1.039826701429149951e-02 9.844009999999999705e-01
3.741865999999999985e+03 3.000000000000000000e+00 9.827252999999999683e-02 2.378948999999999994e-02 1.086980000000000030e-01 3.128942364566678513e+00 1.043462609499977954e-02 9.959095999999999504e-01
3.742021000000000186e+03 7.000000000000000000e+00 9.504041000000000572e-02 2.373932999999999946e-02 1.026688999999999935e-01 3.079892799058755681e+00 1.042356999974147942e-02 1.001366999999999896e+00
